# SITE INFORMATION #
description,state,latitude,longitude,timezone,install,horizontalDatum,verticalDatum,verticalAccuracy,elevationMethod,tzOffset,activeFlag,type,responsibility,agencyRegion,siteid,elevation
Colorado River Below Interstate Bridge,AZ,33.6006,-114.5497,US/Mountain,,,,0,,,,stream,,LC,biblc,
# SERIES DATA #
Site,Site ID,Parameter,Date,Value,Units
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-24 00:00:00,4932.33,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-23 00:00:00,6071.42,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-22 00:00:00,5826.12,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-21 00:00:00,5521.5,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-20 00:00:00,4716,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-19 00:00:00,3302.88,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-18 00:00:00,3432.29,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-17 00:00:00,4655.46,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-16 00:00:00,5428.25,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-15 00:00:00,5497.5,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-14 00:00:00,5111.25,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-13 00:00:00,4037.83,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-12 00:00:00,2464.67,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-11 00:00:00,3210.46,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-10 00:00:00,3974.67,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-09 00:00:00,4708.71,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-08 00:00:00,4689.25,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-07 00:00:00,4305.96,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-06 00:00:00,3933.17,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-05 00:00:00,2734.71,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-04 00:00:00,3459.21,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-03 00:00:00,4273.54,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-02 00:00:00,4998.42,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-01 00:00:00,5255.08,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-31 00:00:00,4450.57,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-30 00:00:00,2659.54,cubic feet per second
