# SITE INFORMATION #
description,state,latitude,longitude,timezone,install,horizontalDatum,verticalDatum,verticalAccuracy,elevationMethod,tzOffset,activeFlag,type,responsibility,agencyRegion,siteid,elevation
Colorado River at Parker Gage,CA,34.1428,-114.3189,US/Pacific,,,,0,,,,stream,,LC,pglc,347.3
# SERIES DATA #
Site,Site ID,Parameter,Date,Value,Units
Colorado River at Parker Gage,pglc,Streamflow,2017-12-04 00:00:00,5304.12,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-03 00:00:00,5634.83,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-02 00:00:00,5236.96,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-01 00:00:00,5857.12,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-30 00:00:00,3583.5,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-29 00:00:00,4899.17,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-28 00:00:00,5275,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-27 00:00:00,4617.96,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-26 00:00:00,4963.67,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-25 00:00:00,5212.71,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-24 00:00:00,5024.5,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-23 00:00:00,4464.62,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-22 00:00:00,5034.33,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-21 00:00:00,3972.46,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-20 00:00:00,3140.58,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-19 00:00:00,5383.83,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-18 00:00:00,5635.42,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-17 00:00:00,5545.79,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-16 00:00:00,2854.71,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-15 00:00:00,5395.79,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-14 00:00:00,4302.29,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-13 00:00:00,4335.67,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-12 00:00:00,5557.38,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-11 00:00:00,5793.42,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-10 00:00:00,6849.88,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-09 00:00:00,4541.17,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-08 00:00:00,6751.29,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-07 00:00:00,6262.58,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-06 00:00:00,6794.96,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-05 00:00:00,6838.17,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-04 00:00:00,7423.58,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-03 00:00:00,6673,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-02 00:00:00,3516.5,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-11-01 00:00:00,5360,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-31 00:00:00,6396.04,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-30 00:00:00,7065.67,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-29 00:00:00,7432,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-28 00:00:00,7018.46,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-27 00:00:00,6489.08,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-26 00:00:00,4202.38,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-25 00:00:00,7795.21,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-24 00:00:00,7379.92,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-23 00:00:00,6687.54,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-22 00:00:00,7560.25,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-21 00:00:00,7438.08,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-20 00:00:00,7753.33,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-19 00:00:00,4221.92,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-18 00:00:00,7008.88,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-17 00:00:00,6474.58,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-16 00:00:00,7113.83,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-15 00:00:00,7611.46,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-14 00:00:00,7826.54,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-13 00:00:00,8037,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-12 00:00:00,4036.21,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-11 00:00:00,7197.46,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-10 00:00:00,8021.92,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-09 00:00:00,8503.08,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-08 00:00:00,8900.21,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-07 00:00:00,8714.25,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-06 00:00:00,7580.38,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-05 00:00:00,4353.46,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-04 00:00:00,6631.71,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-10-03 00:00:00,7981.38,cubic feet per second
