# SITE INFORMATION #
description,state,latitude,longitude,timezone,install,horizontalDatum,verticalDatum,verticalAccuracy,elevationMethod,tzOffset,activeFlag,type,responsibility,agencyRegion,siteid,elevation
Colorado River Below McIntyre Park,AZ,33.5164,-114.5692,US/Mountain,,,,0,,,,stream,,LC,bmplc,
# SERIES DATA #
Site,Site ID,Parameter,Date,Value,Units
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-14 00:00:00,4942.46,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-13 00:00:00,3755.5,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-12 00:00:00,2830.71,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-11 00:00:00,3231.67,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-10 00:00:00,4238.17,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-09 00:00:00,4836.29,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-08 00:00:00,4571.29,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-07 00:00:00,4331.92,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-06 00:00:00,3739.92,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-05 00:00:00,3074.58,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-04 00:00:00,3608.33,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-03 00:00:00,4567.92,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-02 00:00:00,4889.33,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-01 00:00:00,5413.88,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-31 00:00:00,4006.78,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-30 00:00:00,2964.04,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-29 00:00:00,3821.17,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-28 00:00:00,4025.33,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-27 00:00:00,5450.42,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-26 00:00:00,5291.08,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-25 00:00:00,5433,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-24 00:00:00,3886.96,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-23 00:00:00,1895.92,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-22 00:00:00,3199.17,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-21 00:00:00,5358,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-20 00:00:00,4029.58,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-19 00:00:00,4360.58,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-18 00:00:00,5268.42,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-17 00:00:00,5360.08,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-16 00:00:00,5216.75,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-15 00:00:00,4467.88,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-14 00:00:00,5329.5,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-13 00:00:00,5097.67,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-12 00:00:00,5461.88,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-11 00:00:00,6013.83,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-10 00:00:00,6581.17,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-09 00:00:00,6955.46,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-08 00:00:00,5189.96,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-07 00:00:00,4885.08,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-06 00:00:00,4780.67,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-05 00:00:00,5482.46,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-04 00:00:00,5696.17,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-03 00:00:00,5570.58,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-02 00:00:00,5406.46,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-12-01 00:00:00,4135.42,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2017-11-30 00:00:00,5080,cubic feet per second
